id	measurementType	measurementValue	measurementUnit
4505312	Thermal_maximum	15.31	°C
4505312	Thermal_mean	9.95	°C
4505312	Thermal_range	6.39	°C
4505294	Body_size	5.75	mm
4505294	Fecundity	21	eggs
4505294	Voltinism_mean	1.5	generation(s) / year
4505294	Thermal_minimum	6.48	°C
4505294	Thermal_maximum	14.46	°C
4505294	Thermal_mean	9.96	°C
4505294	Thermal_range	7.98	°C
4505324	Body_size	6.94	mm
4505324	Voltinism_mean	1.5	generation(s) / year
4505324	Dispersal_ability	0.67	ratio within order
4505324	Thermal_minimum	8.88	°C
4505324	Thermal_maximum	15.02	°C
4505324	Thermal_mean	9.9	°C
4505324	Thermal_range	6.14	°C
4505307	Body_size	6.25	mm
4505307	Voltinism_mean	1	generation(s) / year
4505307	Thermal_minimum	4.08	°C
4505307	Thermal_maximum	15.1	°C
4505307	Thermal_mean	10.86	°C
4505307	Thermal_range	11.02	°C
4535827	Body_size	27.44	mm
4535827	Fecundity	1000	eggs
4535827	Development_time	43	days
4535827	Voltinism_mean	1.5	generation(s) / year
4535827	Lifespan	320	days
4535827	Dispersal_ability	0.79	ratio within order
4535827	Thermal_minimum	-2.93	°C
4535827	Thermal_maximum	16.47	°C
4535827	Thermal_mean	9.51	°C
4535827	Thermal_range	19.4	°C
1894840	Body_size	23.35	mm
1894840	Fecundity	1000	eggs
1894840	Development_time	36	days
1894840	Voltinism_mean	2	generation(s) / year
1894840	Lifespan	320	days
1894840	Dispersal_ability	0.78	ratio within order
1894840	Thermal_minimum	-4.07	°C
1894840	Thermal_maximum	16.24	°C
1894840	Thermal_mean	8.96	°C
1894840	Thermal_range	20.31	°C
5124911	Body_size	32.62	mm
5124911	Voltinism_mean	1	generation(s) / year
5124911	Thermal_minimum	-0.59	°C
5124911	Thermal_maximum	14.14	°C
5124911	Thermal_mean	8.55	°C
5124911	Thermal_range	14.72	°C
4487514	Body_size	5	mm
4487514	Dispersal_ability	1	ratio within order
4487514	Thermal_minimum	4.15	°C
4487514	Thermal_maximum	14.96	°C
4487514	Thermal_mean	10.22	°C
4487514	Thermal_range	10.81	°C
5755068	Body_size	7	mm
5755068	Voltinism_mean	1	generation(s) / year
5755068	Dispersal_ability	1	ratio within order
5755060	Body_size	8.35	mm
5755060	Development_time	180	days
5755060	Dispersal_ability	1	ratio within order
5755060	Thermal_minimum	5.41	°C
5755060	Thermal_maximum	15.9	°C
5755060	Thermal_mean	9.96	°C
5755060	Thermal_range	10.48	°C
5755044	Body_size	7.33	mm
5755044	Development_time	180	days
5755044	Dispersal_ability	0.01	ratio within order
5755044	Thermal_minimum	2.35	°C
5755044	Thermal_maximum	10.37	°C
5755044	Thermal_mean	8.19	°C
5755044	Thermal_range	8.01	°C
5755079	Body_size	6.54	mm
5755079	Development_time	150	days
5755079	Dispersal_ability	0.42	ratio within order
5755079	Thermal_minimum	-0.12	°C
5755079	Thermal_maximum	13.78	°C
5755079	Thermal_mean	9.03	°C
5755079	Thermal_range	13.91	°C
5755080	Body_size	6	mm
5755080	Voltinism_mean	1	generation(s) / year
5755080	Dispersal_ability	1	ratio within order
5755080	Thermal_minimum	3.73	°C
5755080	Thermal_maximum	14.85	°C
5755080	Thermal_mean	8.86	°C
5755080	Thermal_range	11.12	°C
5755004	Body_size	7.62	mm
5755004	Development_time	90	days
5755004	Dispersal_ability	1	ratio within order
5755004	Thermal_minimum	3.65	°C
5755004	Thermal_maximum	11.45	°C
5755004	Thermal_mean	5.53	°C
5755004	Thermal_range	7.8	°C
5755049	Body_size	8.62	mm
5755049	Development_time	240	days
5755049	Dispersal_ability	1	ratio within order
5755049	Thermal_minimum	3.96	°C
5755049	Thermal_maximum	15.12	°C
5755049	Thermal_mean	9.91	°C
5755049	Thermal_range	11.16	°C
5755011	Body_size	9.33	mm
5755011	Development_time	180	days
5755011	Dispersal_ability	1	ratio within order
5755011	Thermal_minimum	2.63	°C
5755011	Thermal_maximum	18.59	°C
5755011	Thermal_mean	9.97	°C
5755011	Thermal_range	15.96	°C
5755082	Body_size	6.58	mm
5755082	Development_time	90	days
5755082	Dispersal_ability	1	ratio within order
5755082	Thermal_minimum	3.47	°C
5755082	Thermal_maximum	13.78	°C
5755082	Thermal_mean	9.46	°C
5755082	Thermal_range	10.31	°C
4988484	Body_size	7.92	mm
4988484	Development_time	120	days
4988484	Dispersal_ability	0.94	ratio within order
4988484	Thermal_minimum	-1.05	°C
4988484	Thermal_maximum	18.08	°C
4988484	Thermal_mean	9.49	°C
4988484	Thermal_range	19.13	°C
5755078	Body_size	5.5	mm
5755078	Voltinism_mean	1	generation(s) / year
5755078	Dispersal_ability	1	ratio within order
5755027	Body_size	7.5	mm
5755027	Development_time	90	days
5755027	Dispersal_ability	0.88	ratio within order
5755027	Thermal_minimum	-0.12	°C
5755027	Thermal_maximum	15.69	°C
5755027	Thermal_mean	10.6	°C
5755027	Thermal_range	15.81	°C
9206709	Body_size	6	mm
9206709	Voltinism_mean	1	generation(s) / year
9206709	Dispersal_ability	1	ratio within order
9206709	Thermal_minimum	3.97	°C
9206709	Thermal_maximum	11.72	°C
9206709	Thermal_mean	9.24	°C
9206709	Thermal_range	7.75	°C
5755081	Body_size	6.25	mm
5755081	Development_time	90	days
5755081	Dispersal_ability	1	ratio within order
5755081	Thermal_minimum	3.99	°C
5755081	Thermal_maximum	11.18	°C
5755081	Thermal_mean	9.68	°C
5755081	Thermal_range	7.18	°C
9775518	Body_size	8.1	mm
9775518	Fecundity	28	eggs
9775518	Development_time	120	days
9775518	Dispersal_ability	1	ratio within order
9775518	Thermal_minimum	-0.03	°C
9775518	Thermal_maximum	12.61	°C
9775518	Thermal_mean	9.01	°C
9775518	Thermal_range	12.65	°C
4988447	Body_size	7.1	mm
4988447	Development_time	120	days
4988447	Dispersal_ability	1	ratio within order
4988447	Thermal_minimum	3.21	°C
4988447	Thermal_maximum	15.02	°C
4988447	Thermal_mean	9.59	°C
4988447	Thermal_range	11.81	°C
5755066	Body_size	7	mm
5755066	Voltinism_mean	1	generation(s) / year
5755066	Dispersal_ability	1	ratio within order
5755066	Thermal_minimum	3.89	°C
5755066	Thermal_maximum	11.72	°C
5755066	Thermal_mean	9.03	°C
5755066	Thermal_range	7.82	°C
5755075	Body_size	8.15	mm
5755075	Development_time	120	days
5755075	Dispersal_ability	0.75	ratio within order
5755075	Thermal_minimum	2.35	°C
5755075	Thermal_maximum	15.02	°C
5755075	Thermal_mean	9.43	°C
5755075	Thermal_range	12.67	°C
5755053	Body_size	9	mm
5755053	Development_time	90	days
5755053	Dispersal_ability	0.75	ratio within order
5755053	Thermal_minimum	2.35	°C
5755053	Thermal_maximum	15.45	°C
5755053	Thermal_mean	10.49	°C
5755053	Thermal_range	13.1	°C
4488912	Body_size	2.45	mm
4488912	Voltinism_mean	1	generation(s) / year
4488912	Dispersal_ability	0.5	ratio within order
4488912	Thermal_minimum	6.85	°C
4488912	Thermal_maximum	17.11	°C
4488912	Thermal_mean	10.43	°C
4488912	Thermal_range	10.25	°C
1067068	Body_size	5.25	mm
1067068	Development_time	50	days
1067068	Dispersal_ability	0.41	ratio within order
1067068	Thermal_minimum	-3.35	°C
1067068	Thermal_maximum	15.55	°C
1067068	Thermal_mean	7.61	°C
1067068	Thermal_range	18.9	°C
4432673	Body_size	5.56	mm
4432673	Voltinism_mean	1	generation(s) / year
4432673	Dispersal_ability	0.13	ratio within order
4432673	Thermal_minimum	-1.05	°C
4432673	Thermal_maximum	17.02	°C
4432673	Thermal_mean	10.65	°C
4432673	Thermal_range	18.07	°C
4432722	Body_size	9.47	mm
4432722	Fecundity	60	eggs
4432722	Development_time	1095	days
4432722	Dispersal_ability	0.09	ratio within order
4432722	Thermal_minimum	1.29	°C
4432722	Thermal_maximum	14.53	°C
4432722	Thermal_mean	11.05	°C
4432722	Thermal_range	13.24	°C
4432667	Body_size	5.48	mm
4432667	Dispersal_ability	0.05	ratio within order
4432667	Thermal_minimum	4.15	°C
4432667	Thermal_maximum	14.12	°C
4432667	Thermal_mean	10.71	°C
4432667	Thermal_range	9.98	°C
4432634	Body_size	10.95	mm
4432634	Voltinism_mean	0.75	generation(s) / year
4432634	Dispersal_ability	0.11	ratio within order
4432634	Thermal_minimum	3.86	°C
4432634	Thermal_maximum	14.83	°C
4432634	Thermal_mean	10.28	°C
4432634	Thermal_range	10.97	°C
4432608	Body_size	4.65	mm
4432608	Dispersal_ability	0.11	ratio within order
4432608	Thermal_minimum	4.15	°C
4432608	Thermal_maximum	14.93	°C
4432608	Thermal_mean	10.46	°C
4432608	Thermal_range	10.78	°C
4432626	Body_size	6.37	mm
4432626	Dispersal_ability	0.06	ratio within order
4432626	Thermal_minimum	2.39	°C
4432626	Thermal_maximum	17.17	°C
4432626	Thermal_mean	10.46	°C
4432626	Thermal_range	14.79	°C
4432773	Body_size	7.09	mm
4432773	Dispersal_ability	0.07	ratio within order
4432773	Thermal_minimum	3.7	°C
4432773	Thermal_maximum	14.53	°C
4432773	Thermal_mean	10.51	°C
4432773	Thermal_range	10.83	°C
4432672	Body_size	5.12	mm
4432672	Dispersal_ability	0.07	ratio within order
4432672	Thermal_minimum	5.53	°C
4432672	Thermal_maximum	17.17	°C
4432672	Thermal_mean	12.47	°C
4432672	Thermal_range	11.65	°C
4432706	Body_size	5.45	mm
4432706	Dispersal_ability	0.06	ratio within order
4432706	Thermal_minimum	7.02	°C
4432706	Thermal_maximum	14.85	°C
4432706	Thermal_mean	10.48	°C
4432706	Thermal_range	7.83	°C
4432745	Body_size	4.89	mm
4432745	Dispersal_ability	0.04	ratio within order
4432745	Thermal_minimum	4.74	°C
4432745	Thermal_maximum	14.85	°C
4432745	Thermal_mean	10.81	°C
4432745	Thermal_range	10.11	°C
4432736	Body_size	7.51	mm
4432736	Dispersal_ability	0.08	ratio within order
4432736	Thermal_minimum	7.46	°C
4432736	Thermal_maximum	14.53	°C
4432736	Thermal_mean	10.13	°C
4432736	Thermal_range	7.07	°C
4432644	Body_size	8.62	mm
4432644	Dispersal_ability	0.08	ratio within order
4432644	Thermal_minimum	5.37	°C
4432644	Thermal_maximum	11.14	°C
4432644	Thermal_mean	9.6	°C
4432644	Thermal_range	5.77	°C
4432612	Body_size	7.14	mm
4432612	Dispersal_ability	0.11	ratio within order
4432612	Thermal_minimum	-1.05	°C
4432612	Thermal_maximum	14.14	°C
4432612	Thermal_mean	10.3	°C
4432612	Thermal_range	15.19	°C
5769072	Body_size	18.83	mm
5769072	Voltinism_mean	1	generation(s) / year
5769072	Thermal_minimum	1.1	°C
5769072	Thermal_maximum	13.58	°C
5769072	Thermal_mean	9.13	°C
5769072	Thermal_range	12.49	°C
7429212	Body_size	16	mm
7429212	Voltinism_mean	1	generation(s) / year
7429212	Thermal_minimum	4.15	°C
7429212	Thermal_maximum	14.95	°C
7429212	Thermal_mean	10.23	°C
7429212	Thermal_range	10.81	°C
5769062	Body_size	15.33	mm
5769062	Voltinism_mean	1	generation(s) / year
5769062	Thermal_minimum	0.27	°C
5769062	Thermal_maximum	17.1	°C
5769062	Thermal_mean	9.57	°C
5769062	Thermal_range	16.82	°C
5769068	Body_size	17.67	mm
5769068	Voltinism_mean	1	generation(s) / year
5769068	Thermal_minimum	1.1	°C
5769068	Thermal_maximum	17.52	°C
5769068	Thermal_mean	9.36	°C
5769068	Thermal_range	16.43	°C
5878779	Body_size	7	mm
5878779	Dispersal_ability	1	ratio within order
5878779	Thermal_minimum	4.45	°C
5878779	Thermal_maximum	13.92	°C
5878779	Thermal_mean	9.96	°C
5878779	Thermal_range	9.47	°C
1162127	Body_size	10	mm
1162127	Fecundity	100	eggs
1162127	Development_time	1460	days
1162127	Dispersal_ability	1	ratio within order
1162127	Thermal_minimum	3.78	°C
1162127	Thermal_maximum	15.7	°C
1162127	Thermal_mean	9.71	°C
1162127	Thermal_range	11.92	°C
5878773	Body_size	8.75	mm
5878773	Fecundity	150	eggs
5878773	Dispersal_ability	1	ratio within order
5878773	Thermal_minimum	-0.12	°C
5878773	Thermal_maximum	13.18	°C
5878773	Thermal_mean	9.07	°C
5878773	Thermal_range	13.31	°C
5878782	Body_size	4.6	mm
5878782	Dispersal_ability	1	ratio within order
5878782	Thermal_minimum	4.45	°C
5878782	Thermal_maximum	14.14	°C
5878782	Thermal_mean	9.69	°C
5878782	Thermal_range	9.69	°C
5878766	Body_size	7.25	mm
5878766	Dispersal_ability	1	ratio within order
5878766	Thermal_minimum	3.24	°C
5878766	Thermal_maximum	15.24	°C
5878766	Thermal_mean	9.66	°C
5878766	Thermal_range	12	°C
1861644	Body_size	51.5	mm
1861644	Voltinism_mean	2	generation(s) / year
1861644	Thermal_minimum	-2.83	°C
1861644	Thermal_maximum	27.71	°C
1861644	Thermal_mean	10.6	°C
1861644	Thermal_range	30.55	°C
1790160	Body_size	17.17	mm
1790160	Voltinism_mean	1	generation(s) / year
1790160	Thermal_minimum	-1.45	°C
1790160	Thermal_maximum	15.18	°C
1790160	Thermal_mean	9.02	°C
1790160	Thermal_range	16.63	°C
1790023	Body_size	14.5	mm
1790023	Thermal_minimum	10.28	°C
1790023	Thermal_maximum	17.13	°C
1790023	Thermal_mean	12.79	°C
1790023	Thermal_range	6.85	°C
1790002	Body_size	17.17	mm
1790002	Voltinism_mean	1	generation(s) / year
1790002	Thermal_minimum	-1.86	°C
1790002	Thermal_maximum	17.5	°C
1790002	Thermal_mean	9.02	°C
1790002	Thermal_range	19.36	°C
8047343	Body_size	14.5	mm
8047343	Voltinism_mean	1	generation(s) / year
8047343	Thermal_minimum	2.78	°C
8047343	Thermal_maximum	13.4	°C
8047343	Thermal_mean	7.99	°C
8047343	Thermal_range	10.62	°C
1789982	Body_size	15.83	mm
1789982	Fecundity	201	eggs
1789982	Voltinism_mean	1	generation(s) / year
1789982	Thermal_minimum	-1.87	°C
1789982	Thermal_maximum	14.95	°C
1789982	Thermal_mean	8.73	°C
1789982	Thermal_range	16.83	°C
1790084	Body_size	16.67	mm
1790084	Voltinism_mean	1	generation(s) / year
1790084	Thermal_minimum	-0.08	°C
1790084	Thermal_maximum	14.95	°C
1790084	Thermal_mean	9.44	°C
1790084	Thermal_range	15.04	°C
9092175	Body_size	15.5	mm
9092175	Voltinism_mean	1	generation(s) / year
9092175	Thermal_minimum	6.44	°C
9092175	Thermal_maximum	12.38	°C
9092175	Thermal_mean	9.64	°C
9092175	Thermal_range	5.94	°C
4533115	Body_size	16.67	mm
4533115	Fecundity	430	eggs
4533115	Voltinism_mean	1	generation(s) / year
4533115	Thermal_minimum	0.67	°C
4533115	Thermal_maximum	17.17	°C
4533115	Thermal_mean	9.85	°C
4533115	Thermal_range	16.51	°C
1790072	Body_size	15.17	mm
1790072	Voltinism_mean	1	generation(s) / year
1790072	Thermal_minimum	-1.86	°C
1790072	Thermal_maximum	14.55	°C
1790072	Thermal_mean	8.78	°C
1790072	Thermal_range	16.41	°C
1790062	Body_size	15.25	mm
1790062	Voltinism_mean	1	generation(s) / year
1790062	Thermal_minimum	-0.09	°C
1790062	Thermal_maximum	12.58	°C
1790062	Thermal_mean	7.61	°C
1790062	Thermal_range	12.67	°C
2140929	Body_size	6.88	mm
2140929	Dispersal_ability	0.38	ratio within order
2140929	Thermal_minimum	0.71	°C
2140929	Thermal_maximum	14.96	°C
2140929	Thermal_mean	9.91	°C
2140929	Thermal_range	14.25	°C
2140927	Body_size	4.1	mm
2140927	Dispersal_ability	1	ratio within order
2140927	Thermal_minimum	1.04	°C
2140927	Thermal_maximum	15.02	°C
2140927	Thermal_mean	9.73	°C
2140927	Thermal_range	13.98	°C
2140934	Body_size	5.38	mm
2140934	Dispersal_ability	0.75	ratio within order
2140934	Thermal_minimum	-0.57	°C
2140934	Thermal_maximum	14.05	°C
2140934	Thermal_mean	9.38	°C
2140934	Thermal_range	14.62	°C
4533714	Body_size	18	mm
4533714	Thermal_minimum	-0.24	°C
4533714	Thermal_maximum	17.66	°C
4533714	Thermal_mean	11.31	°C
4533714	Thermal_range	17.9	°C
1770869	Body_size	16	mm
1770869	Voltinism_mean	1	generation(s) / year
1770869	Thermal_minimum	-2.93	°C
1770869	Thermal_maximum	14.55	°C
1770869	Thermal_mean	8.35	°C
1770869	Thermal_range	17.48	°C
7940536	Body_size	16.67	mm
7940536	Voltinism_mean	1	generation(s) / year
7940536	Thermal_minimum	-2.93	°C
7940536	Thermal_maximum	15.29	°C
7940536	Thermal_mean	8.75	°C
7940536	Thermal_range	18.22	°C
1771214	Body_size	17.88	mm
1771214	Fecundity	563	eggs
1771214	Voltinism_mean	1.7	generation(s) / year
1771214	Dispersal_ability	0.3	ratio within order
1771214	Thermal_minimum	-2.93	°C
1771214	Thermal_maximum	17.18	°C
1771214	Thermal_mean	9.19	°C
1771214	Thermal_range	20.11	°C
1771163	Body_size	16	mm
1771245	Body_size	20.83	mm
1771245	Fecundity	1680	eggs
1771245	Voltinism_mean	2	generation(s) / year
1771245	Thermal_minimum	-2.93	°C
1771245	Thermal_maximum	26.78	°C
1771245	Thermal_mean	9.57	°C
1771245	Thermal_range	29.71	°C
1770772	Body_size	14.5	mm
1770772	Voltinism_mean	2	generation(s) / year
1770772	Dispersal_ability	0.36	ratio within order
1770772	Thermal_minimum	5	°C
1770772	Thermal_maximum	18.04	°C
1770772	Thermal_mean	10.32	°C
1770772	Thermal_range	13.03	°C
1771204	Body_size	16.83	mm
1771204	Voltinism_mean	1	generation(s) / year
1771204	Thermal_minimum	6.92	°C
1771204	Thermal_maximum	12.96	°C
1771204	Thermal_mean	9.89	°C
1771204	Thermal_range	6.04	°C
1771040	Body_size	18.17	mm
1771040	Fecundity	1240	eggs
1771040	Voltinism_mean	2	generation(s) / year
1771040	Thermal_minimum	-1.87	°C
1771040	Thermal_maximum	22.87	°C
1771040	Thermal_mean	9.67	°C
1771040	Thermal_range	24.74	°C
1770821	Body_size	18.17	mm
1770821	Voltinism_mean	1	generation(s) / year
1770821	Thermal_minimum	-1.86	°C
1770821	Thermal_maximum	20.39	°C
1770821	Thermal_mean	10.75	°C
1770821	Thermal_range	22.25	°C
1770880	Body_size	16.67	mm
1770880	Voltinism_mean	1	generation(s) / year
1770880	Thermal_minimum	-0.64	°C
1770880	Thermal_maximum	15.24	°C
1770880	Thermal_mean	9.46	°C
1770880	Thermal_range	15.88	°C
4428942	Body_size	14.5	mm
4428942	Dispersal_ability	1	ratio within order
4428942	Thermal_minimum	-0.57	°C
4428942	Thermal_maximum	18.95	°C
4428942	Thermal_mean	9.55	°C
4428942	Thermal_range	19.51	°C
2029464	Body_size	4.3	mm
2029464	Dispersal_ability	1	ratio within order
2029464	Thermal_minimum	-2.15	°C
2029464	Thermal_maximum	14.44	°C
2029464	Thermal_mean	5.93	°C
2029464	Thermal_range	16.59	°C
2029392	Body_size	3.9	mm
2029392	Voltinism_mean	1	generation(s) / year
2029392	Thermal_minimum	8.34	°C
2029392	Thermal_maximum	10.67	°C
2029392	Thermal_mean	9.71	°C
2029392	Thermal_range	2.34	°C
8064249	Body_size	1.75	mm
8064249	Dispersal_ability	1	ratio within order
8064249	Thermal_minimum	-0.22	°C
8064249	Thermal_maximum	14.96	°C
8064249	Thermal_mean	9.02	°C
8064249	Thermal_range	15.18	°C
2135689	Body_size	2.05	mm
2135689	Dispersal_ability	0.5	ratio within order
2135689	Thermal_minimum	0.71	°C
2135689	Thermal_maximum	14.96	°C
2135689	Thermal_mean	8.79	°C
2135689	Thermal_range	14.25	°C
2135684	Body_size	2.39	mm
2135684	Dispersal_ability	1	ratio within order
2135684	Thermal_minimum	0.71	°C
2135684	Thermal_maximum	18.95	°C
2135684	Thermal_mean	9.54	°C
2135684	Thermal_range	18.24	°C
8400797	Body_size	1.9	mm
8400797	Dispersal_ability	1	ratio within order
8400797	Thermal_minimum	2.47	°C
8400797	Thermal_maximum	18.95	°C
8400797	Thermal_mean	12.49	°C
8400797	Thermal_range	16.47	°C
7484524	Body_size	2.1	mm
7484524	Dispersal_ability	0.5	ratio within order
7484524	Thermal_minimum	-0.57	°C
7484524	Thermal_maximum	12.62	°C
7484524	Thermal_mean	8.83	°C
7484524	Thermal_range	13.18	°C
7859583	Body_size	1.75	mm
7859583	Dispersal_ability	1	ratio within order
7859583	Thermal_minimum	0.71	°C
7859583	Thermal_maximum	14.96	°C
7859583	Thermal_mean	10.76	°C
7859583	Thermal_range	14.25	°C
2135696	Body_size	2.25	mm
2135696	Dispersal_ability	0.5	ratio within order
2135696	Thermal_minimum	0.71	°C
2135696	Thermal_maximum	13.95	°C
2135696	Thermal_mean	9.38	°C
2135696	Thermal_range	13.24	°C
7785418	Body_size	2.18	mm
7785418	Fecundity	140	eggs
7785418	Development_time	60	days
7785418	Voltinism_mean	2	generation(s) / year
7785418	Dispersal_ability	0.92	ratio within order
7785418	Thermal_minimum	-2.93	°C
7785418	Thermal_maximum	17.37	°C
7785418	Thermal_mean	10.22	°C
7785418	Thermal_range	20.3	°C
7786426	Body_size	2.15	mm
7786426	Fecundity	140	eggs
7786426	Voltinism_mean	2	generation(s) / year
7786426	Dispersal_ability	0.67	ratio within order
7786426	Thermal_minimum	2.5	°C
7786426	Thermal_maximum	14.34	°C
7786426	Thermal_mean	9.38	°C
7786426	Thermal_range	11.84	°C
7406286	Body_size	1.65	mm
7406286	Fecundity	140	eggs
7406286	Dispersal_ability	0.01	ratio within order
7406286	Thermal_minimum	1.33	°C
7406286	Thermal_maximum	13.78	°C
7406286	Thermal_mean	10.06	°C
7406286	Thermal_range	12.45	°C
2135685	Body_size	2.75	mm
2135685	Dispersal_ability	0.5	ratio within order
2135685	Thermal_minimum	-2.93	°C
2135685	Thermal_maximum	15	°C
2135685	Thermal_mean	9.14	°C
2135685	Thermal_range	17.93	°C
5143391	Body_size	22.5	mm
5143391	Voltinism_mean	1	generation(s) / year
5143391	Thermal_minimum	-0.09	°C
5143391	Thermal_maximum	10.61	°C
5143391	Thermal_mean	6.62	°C
5143391	Thermal_range	10.7	°C
5143453	Body_size	23.5	mm
5143453	Voltinism_mean	1	generation(s) / year
5143453	Thermal_minimum	-0.09	°C
5143453	Thermal_maximum	8.13	°C
5143453	Thermal_mean	4.65	°C
5143453	Thermal_range	8.22	°C
5143477	Body_size	13.83	mm
5143477	Voltinism_mean	1	generation(s) / year
5143477	Thermal_minimum	-0.03	°C
5143477	Thermal_maximum	13.61	°C
5143477	Thermal_mean	8.2	°C
5143477	Thermal_range	13.64	°C
5143380	Body_size	22.17	mm
5143380	Voltinism_mean	1	generation(s) / year
5143380	Thermal_minimum	-2.44	°C
