id	description	type	language
2160408	carnivore	Feeding_guild_adult	en
2160408	polyphagous	Trophic_range_larva	en
2160408	polyphagous	Trophic_range_adult	en
2160408	0	Habitat_urban	en
2160408	0	Habitat_agriculture	en
2160408	0	Habitat_forest	en
2160408	1	Habitat_grassland	en
2160408	1	Habitat_heathland	en
2160408	0	Habitat_dunes	en
2160408	0	Habitat_fresh_marshes	en
2160408	0	Habitat_salt_marshes	en
2142533	carnivore	Feeding_guild_larva	en
2142533	carnivore	Feeding_guild_adult	en
2142533	polyphagous	Trophic_range_larva	en
2142533	polyphagous	Trophic_range_adult	en
2142533	0	Habitat_urban	en
2142533	0	Habitat_agriculture	en
2142533	1	Habitat_forest	en
2142533	0	Habitat_grassland	en
2142533	0	Habitat_heathland	en
2142533	0	Habitat_dunes	en
2142533	0	Habitat_fresh_marshes	en
2142533	0	Habitat_salt_marshes	en
2042177	univoltine	Voltinism_max	en
2042177	1	Overwintering_egg	en
2042177	0	Overwintering_larva	en
2042177	0	Overwintering_adult	en
2042177	herbivore	Feeding_guild_larva	en
2042177	herbivore	Feeding_guild_adult	en
2042177	oligophagous	Trophic_range_adult	en
2042177	1	Habitat_urban	en
2042177	0	Habitat_agriculture	en
2042177	1	Habitat_forest	en
2042177	1	Habitat_grassland	en
2042177	0	Habitat_heathland	en
2042177	0	Habitat_dunes	en
2042177	0	Habitat_fresh_marshes	en
2042177	0	Habitat_salt_marshes	en
2042185	univoltine	Voltinism_max	en
2042185	1	Overwintering_egg	en
2042185	0	Overwintering_larva	en
2042185	0	Overwintering_adult	en
2042185	herbivore	Feeding_guild_larva	en
2042185	herbivore	Feeding_guild_adult	en
2042185	oligophagous	Trophic_range_adult	en
2042185	1	Habitat_urban	en
2042185	0	Habitat_agriculture	en
2042185	1	Habitat_forest	en
2042185	0	Habitat_grassland	en
2042185	0	Habitat_heathland	en
2042185	0	Habitat_dunes	en
2042185	0	Habitat_fresh_marshes	en
2042185	0	Habitat_salt_marshes	en
1309531	univoltine	Voltinism_max	en
1309531	carnivore	Feeding_guild_larva	en
1309531	monophagous	Trophic_range_larva	en
1309531	0	Habitat_urban	en
1309531	0	Habitat_agriculture	en
1309531	1	Habitat_forest	en
1309531	0	Habitat_grassland	en
1309531	0	Habitat_heathland	en
1309531	0	Habitat_dunes	en
1309531	0	Habitat_fresh_marshes	en
1309531	0	Habitat_salt_marshes	en
1309534	univoltine	Voltinism_max	en
1309534	carnivore	Feeding_guild_larva	en
1309534	oligophagous	Trophic_range_larva	en
1309534	0	Habitat_urban	en
1309534	0	Habitat_agriculture	en
1309534	1	Habitat_forest	en
1309534	0	Habitat_grassland	en
1309534	0	Habitat_heathland	en
1309534	0	Habitat_dunes	en
1309534	0	Habitat_fresh_marshes	en
1309534	0	Habitat_salt_marshes	en
8102850	carnivore	Feeding_guild_larva	en
8102850	carnivore	Feeding_guild_adult	en
8102850	polyphagous	Trophic_range_larva	en
8102850	polyphagous	Trophic_range_adult	en
8102850	0	Habitat_urban	en
8102850	0	Habitat_agriculture	en
8102850	1	Habitat_forest	en
8102850	1	Habitat_grassland	en
8102850	1	Habitat_heathland	en
8102850	1	Habitat_dunes	en
8102850	0	Habitat_fresh_marshes	en
8102850	0	Habitat_salt_marshes	en
5030406	univoltine	Voltinism_max	en
5030406	0	Overwintering_egg	en
5030406	0	Overwintering_larva	en
5030406	0	Overwintering_pupa	en
5030406	1	Overwintering_adult	en
5030406	1	Habitat_urban	en
5030406	0	Habitat_agriculture	en
5030406	1	Habitat_forest	en
5030406	0	Habitat_grassland	en
5030406	0	Habitat_heathland	en
5030406	0	Habitat_dunes	en
5030406	0	Habitat_fresh_marshes	en
5030406	0	Habitat_salt_marshes	en
5146762	univoltine	Voltinism_max	en
5146762	0	Overwintering_egg	en
5146762	1	Overwintering_larva	en
5146762	0	Overwintering_pupa	en
5146762	0	Overwintering_adult	en
5146762	cathemeral	Diurnality	en
5146762	herbivore	Feeding_guild_larva	en
5146762	polyphagous	Trophic_range_larva	en
5146762	0	Habitat_urban	en
5146762	0	Habitat_agriculture	en
5146762	0	Habitat_forest	en
5146762	1	Habitat_grassland	en
5146762	0	Habitat_heathland	en
5146762	0	Habitat_dunes	en
5146762	0	Habitat_fresh_marshes	en
5146762	0	Habitat_salt_marshes	en
5146559	bivoltine	Voltinism_max	en
5146559	0	Overwintering_egg	en
5146559	1	Overwintering_larva	en
5146559	0	Overwintering_pupa	en
5146559	0	Overwintering_adult	en
5146559	nocturnal	Diurnality	en
5146559	herbivore	Feeding_guild_larva	en
5146559	pollinator	Feeding_guild_adult	en
5146559	polyphagous	Trophic_range_larva	en
5146559	0	Habitat_urban	en
5146559	0	Habitat_agriculture	en
5146559	1	Habitat_forest	en
5146559	1	Habitat_grassland	en
5146559	1	Habitat_heathland	en
5146559	0	Habitat_dunes	en
5146559	0	Habitat_fresh_marshes	en
5146559	0	Habitat_salt_marshes	en
5146961	bivoltine	Voltinism_max	en
5146961	0	Overwintering_egg	en
5146961	1	Overwintering_larva	en
5146961	0	Overwintering_pupa	en
5146961	0	Overwintering_adult	en
5146961	nocturnal	Diurnality	en
5146961	herbivore	Feeding_guild_larva	en
5146961	pollinator	Feeding_guild_adult	en
5146961	polyphagous	Trophic_range_larva	en
5146961	0	Habitat_urban	en
5146961	0	Habitat_agriculture	en
5146961	1	Habitat_forest	en
5146961	0	Habitat_grassland	en
5146961	0	Habitat_heathland	en
5146961	0	Habitat_dunes	en
5146961	0	Habitat_fresh_marshes	en
5146961	0	Habitat_salt_marshes	en
7988195	univoltine	Voltinism_max	en
7988195	0	Overwintering_egg	en
7988195	1	Overwintering_larva	en
7988195	0	Overwintering_pupa	en
7988195	0	Overwintering_adult	en
7988195	nocturnal	Diurnality	en
7988195	herbivore	Feeding_guild_larva	en
7988195	polyphagous	Trophic_range_larva	en
7988195	0	Habitat_urban	en
7988195	0	Habitat_agriculture	en
7988195	1	Habitat_forest	en
7988195	0	Habitat_grassland	en
7988195	0	Habitat_heathland	en
7988195	0	Habitat_dunes	en
7988195	0	Habitat_fresh_marshes	en
7988195	0	Habitat_salt_marshes	en
5146862	univoltine	Voltinism_max	en
5146862	0	Overwintering_egg	en
5146862	1	Overwintering_larva	en
5146862	0	Overwintering_pupa	en
5146862	0	Overwintering_adult	en
5146862	nocturnal	Diurnality	en
5146862	herbivore	Feeding_guild_larva	en
5146862	polyphagous	Trophic_range_larva	en
5146862	0	Habitat_urban	en
5146862	0	Habitat_agriculture	en
5146862	0	Habitat_forest	en
5146862	1	Habitat_grassland	en
5146862	0	Habitat_heathland	en
5146862	0	Habitat_dunes	en
5146862	0	Habitat_fresh_marshes	en
5146862	0	Habitat_salt_marshes	en
5146677	univoltine	Voltinism_max	en
5146677	0	Overwintering_egg	en
5146677	1	Overwintering_larva	en
5146677	0	Overwintering_pupa	en
5146677	0	Overwintering_adult	en
5146677	nocturnal	Diurnality	en
5146677	herbivore	Feeding_guild_larva	en
5146677	pollinator	Feeding_guild_adult	en
5146677	polyphagous	Trophic_range_larva	en
5146677	0	Habitat_urban	en
5146677	0	Habitat_agriculture	en
5146677	1	Habitat_forest	en
5146677	1	Habitat_grassland	en
5146677	0	Habitat_heathland	en
5146677	0	Habitat_dunes	en
5146677	1	Habitat_fresh_marshes	en
5146677	0	Habitat_salt_marshes	en
5147245	univoltine	Voltinism_max	en
5147245	0	Overwintering_egg	en
5147245	1	Overwintering_larva	en
5147245	0	Overwintering_pupa	en
5147245	0	Overwintering_adult	en
5147245	nocturnal	Diurnality	en
5147245	herbivore	Feeding_guild_larva	en
5147245	polyphagous	Trophic_range_larva	en
5147245	0	Habitat_urban	en
5147245	0	Habitat_agriculture	en
5147245	1	Habitat_forest	en
5147245	1	Habitat_grassland	en
5147245	0	Habitat_heathland	en
5147245	0	Habitat_dunes	en
5147245	1	Habitat_fresh_marshes	en
5147245	0	Habitat_salt_marshes	en
5147193	univoltine	Voltinism_max	en
5147193	0	Overwintering_egg	en
5147193	1	Overwintering_larva	en
5147193	0	Overwintering_pupa	en
5147193	0	Overwintering_adult	en
5147193	nocturnal	Diurnality	en
5147193	herbivore	Feeding_guild_larva	en
5147193	polyphagous	Trophic_range_larva	en
5147193	0	Habitat_urban	en
5147193	0	Habitat_agriculture	en
5147193	1	Habitat_forest	en
5147193	1	Habitat_grassland	en
5147193	1	Habitat_heathland	en
5147193	0	Habitat_dunes	en
5147193	0	Habitat_fresh_marshes	en
5147193	0	Habitat_salt_marshes	en
5146611	univoltine	Voltinism_max	en
5146611	0	Overwintering_egg	en
5146611	1	Overwintering_larva	en
5146611	0	Overwintering_pupa	en
5146611	0	Overwintering_adult	en
5146611	nocturnal	Diurnality	en
5146611	herbivore	Feeding_guild_larva	en
5146611	polyphagous	Trophic_range_larva	en
5146611	0	Habitat_urban	en
5146611	0	Habitat_agriculture	en
5146611	1	Habitat_forest	en
5146611	0	Habitat_grassland	en
5146611	1	Habitat_heathland	en
5146611	1	Habitat_dunes	en
5146611	0	Habitat_fresh_marshes	en
5146611	0	Habitat_salt_marshes	en
5146510	bivoltine	Voltinism_max	en
5146510	0	Overwintering_egg	en
5146510	1	Overwintering_larva	en
5146510	0	Overwintering_pupa	en
5146510	0	Overwintering_adult	en
5146510	nocturnal	Diurnality	en
5146510	herbivore	Feeding_guild_larva	en
5146510	polyphagous	Trophic_range_larva	en
5146510	1	Habitat_urban	en
5146510	0	Habitat_agriculture	en
5146510	0	Habitat_forest	en
5146510	0	Habitat_grassland	en
5146510	0	Habitat_heathland	en
5146510	0	Habitat_dunes	en
5146510	0	Habitat_fresh_marshes	en
5146510	0	Habitat_salt_marshes	en
5146946	univoltine	Voltinism_max	en
5146946	0	Overwintering_egg	en
5146946	1	Overwintering_larva	en
5146946	0	Overwintering_pupa	en
5146946	0	Overwintering_adult	en
5146946	nocturnal	Diurnality	en
5146946	herbivore	Feeding_guild_larva	en
5146946	polyphagous	Trophic_range_larva	en
5146946	0	Habitat_urban	en
5146946	0	Habitat_agriculture	en
5146946	1	Habitat_forest	en
5146946	1	Habitat_grassland	en
5146946	0	Habitat_heathland	en
5146946	0	Habitat_dunes	en
5146946	0	Habitat_fresh_marshes	en
5146946	0	Habitat_salt_marshes	en
5147171	univoltine	Voltinism_max	en
5147171	0	Overwintering_egg	en
5147171	1	Overwintering_larva	en
5147171	0	Overwintering_pupa	en
5147171	0	Overwintering_adult	en
5147171	nocturnal	Diurnality	en
5147171	herbivore	Feeding_guild_larva	en
5147171	polyphagous	Trophic_range_larva	en
5147062	univoltine	Voltinism_max	en
5147062	0	Overwintering_egg	en
5147062	1	Overwintering_larva	en
5147062	0	Overwintering_pupa	en
5147062	0	Overwintering_adult	en
5147062	diurnal	Diurnality	en
5147062	herbivore	Feeding_guild_larva	en
5147062	polyphagous	Trophic_range_larva	en
5147062	0	Habitat_urban	en
5147062	0	Habitat_agriculture	en
5147062	0	Habitat_forest	en
5147062	1	Habitat_grassland	en
5147062	1	Habitat_heathland	en
5147062	0	Habitat_dunes	en
5147062	1	Habitat_fresh_marshes	en
5147062	0	Habitat_salt_marshes	en
5147354	univoltine	Voltinism_max	en
5147354	0	Overwintering_egg	en
5147354	1	Overwintering_larva	en
5147354	0	Overwintering_pupa	en
5147354	0	Overwintering_adult	en
5147354	nocturnal	Diurnality	en
5147354	herbivore	Feeding_guild_larva	en
5147354	polyphagous	Trophic_range_larva	en
5147354	0	Habitat_urban	en
5147354	0	Habitat_agriculture	en
5147354	0	Habitat_forest	en
5147354	0	Habitat_grassland	en
5147354	0	Habitat_heathland	en
5147354	1	Habitat_dunes	en
5147354	0	Habitat_fresh_marshes	en
5147354	0	Habitat_salt_marshes	en
5146883	univoltine	Voltinism_max	en
5146883	0	Overwintering_egg	en
5146883	1	Overwintering_larva	en
5146883	0	Overwintering_pupa	en
5146883	0	Overwintering_adult	en
5146883	nocturnal	Diurnality	en
5146883	herbivore	Feeding_guild_larva	en
5146883	polyphagous	Trophic_range_larva	en
5146883	0	Habitat_urban	en
5146883	0	Habitat_agriculture	en
5146883	0	Habitat_forest	en
5146883	1	Habitat_grassland	en
5146883	0	Habitat_heathland	en
5146883	0	Habitat_dunes	en
5146883	0	Habitat_fresh_marshes	en
5146883	0	Habitat_salt_marshes	en
5146599	univoltine	Voltinism_max	en
5146599	0	Overwintering_egg	en
5146599	1	Overwintering_larva	en
5146599	0	Overwintering_pupa	en
5146599	0	Overwintering_adult	en
5146599	cathemeral	Diurnality	en
5146599	herbivore	Feeding_guild_larva	en
5146599	polyphagous	Trophic_range_larva	en
5146599	0	Habitat_urban	en
5146599	0	Habitat_agriculture	en
5146599	0	Habitat_forest	en
5146599	1	Habitat_grassland	en
5146599	0	Habitat_heathland	en
5146599	0	Habitat_dunes	en
5146599	0	Habitat_fresh_marshes	en
5146599	0	Habitat_salt_marshes	en
5147478	univoltine	Voltinism_max	en
5147478	0	Overwintering_egg	en
5147478	1	Overwintering_larva	en
5147478	0	Overwintering_pupa	en
5147478	0	Overwintering_adult	en
5147478	nocturnal	Diurnality	en
5147478	herbivore	Feeding_guild_larva	en
5147478	polyphagous	Trophic_range_larva	en
5147478	0	Habitat_urban	en
5147478	0	Habitat_agriculture	en
5147478	1	Habitat_forest	en
5147478	0	Habitat_grassland	en
5147478	0	Habitat_heathland	en
5147478	0	Habitat_dunes	en
5147478	0	Habitat_fresh_marshes	en
5147478	0	Habitat_salt_marshes	en
5147039	bivoltine	Voltinism_max	en
5147039	0	Overwintering_egg	en
5147039	1	Overwintering_larva	en
5147039	0	Overwintering_pupa	en
5147039	0	Overwintering_adult	en
5147039	nocturnal	Diurnality	en
5147039	herbivore	Feeding_guild_larva	en
5147039	polyphagous	Trophic_range_larva	en
5147039	0	Habitat_urban	en
5147039	0	Habitat_agriculture	en
5147039	1	Habitat_forest	en
5147039	0	Habitat_grassland	en
5147039	0	Habitat_heathland	en
5147039	0	Habitat_dunes	en
5147039	0	Habitat_fresh_marshes	en
5147039	0	Habitat_salt_marshes	en
5146659	univoltine	Voltinism_max	en
5146659	0	Overwintering_egg	en
5146659	1	Overwintering_larva	en
5146659	0	Overwintering_pupa	en
5146659	0	Overwintering_adult	en
5146659	diurnal	Diurnality	en
5146659	herbivore	Feeding_guild_larva	en
5146659	polyphagous	Trophic_range_larva	en
5146659	0	Habitat_urban	en
5146659	0	Habitat_agriculture	en
5146659	0	Habitat_forest	en
5146659	1	Habitat_grassland	en
5146659	1	Habitat_heathland	en
5146659	0	Habitat_dunes	en
5146659	0	Habitat_fresh_marshes	en
5146659	0	Habitat_salt_marshes	en
5147208	bivoltine	Voltinism_max	en
5147208	0	Overwintering_egg	en
5147208	1	Overwintering_larva	en
5147208	0	Overwintering_pupa	en
5147208	0	Overwintering_adult	en
5147208	nocturnal	Diurnality	en
5147208	herbivore	Feeding_guild_larva	en
5147208	polyphagous	Trophic_range_larva	en
5147208	0	Habitat_urban	en
5147208	0	Habitat_agriculture	en
5147208	1	Habitat_forest	en
5147208	0	Habitat_grassland	en
5147208	1	Habitat_heathland	en
5147208	0	Habitat_dunes	en
5147208	1	Habitat_fresh_marshes	en
5147208	0	Habitat_salt_marshes	en
5146837	bivoltine	Voltinism_max	en
5146837	0	Overwintering_egg	en
5146837	1	Overwintering_larva	en
5146837	0	Overwintering_pupa	en
5146837	0	Overwintering_adult	en
5146837	nocturnal	Diurnality	en
5146837	herbivore	Feeding_guild_larva	en
5146837	polyphagous	Trophic_range_larva	en
5146837	0	Habitat_urban	en
5146837	0	Habitat_agriculture	en
5146837	1	Habitat_forest	en
5146837	1	Habitat_grassland	en
5146837	1	Habitat_heathland	en
5146837	0	Habitat_dunes	en
5146837	0	Habitat_fresh_marshes	en
5146837	0	Habitat_salt_marshes	en
5146496	bivoltine	Voltinism_max	en
5146496	0	Overwintering_egg	en
5146496	1	Overwintering_larva	en
5146496	0	Overwintering_pupa	en
5146496	0	Overwintering_adult	en
5146496	nocturnal	Diurnality	en
5146496	herbivore	Feeding_guild_larva	en
5146496	polyphagous	Trophic_range_larva	en
5146496	0	Habitat_urban	en
5146496	0	Habitat_agriculture	en
5146496	0	Habitat_forest	en
5146496	0	Habitat_grassland	en
5146496	1	Habitat_heathland	en
5146496	1	Habitat_dunes	en
5146496	0	Habitat_fresh_marshes	en
5146496	0	Habitat_salt_marshes	en
5147232	univoltine	Voltinism_max	en
5147232	0	Overwintering_egg	en
5147232	1	Overwintering_larva	en
5147232	0	Overwintering_pupa	en
5147232	0	Overwintering_adult	en
5147232	nocturnal	Diurnality	en
5147232	herbivore	Feeding_guild_larva	en
5147232	polyphagous	Trophic_range_larva	en
5147232	0	Habitat_urban	en
5147232	0	Habitat_agriculture	en
5147232	1	Habitat_forest	en
5147232	1	Habitat_grassland	en
5147232	0	Habitat_heathland	en
5147232	0	Habitat_dunes	en
5147232	0	Habitat_fresh_marshes	en
5147232	0	Habitat_salt_marshes	en
6097254	univoltine	Voltinism_max	en
6097254	0	Overwintering_egg	en
6097254	1	Overwintering_larva	en
6097254	0	Overwintering_pupa	en
6097254	0	Overwintering_adult	en
6097254	nocturnal	Diurnality	en
6097254	herbivore	Feeding_guild_larva	en
6097254	polyphagous	Trophic_range_larva	en
6097254	0	Habitat_urban	en
6097254	0	Habitat_agriculture	en
6097254	1	Habitat_forest	en
6097254	0	Habitat_grassland	en
6097254	0	Habitat_heathland	en
6097254	0	Habitat_dunes	en
6097254	0	Habitat_fresh_marshes	en
6097254	0	Habitat_salt_marshes	en
2033319	univoltine	Voltinism_max	en
2033319	1	Overwintering_egg	en
2033319	0	Overwintering_larva	en
2033319	0	Overwintering_adult	en
2033319	herbivore	Feeding_guild_larva	en
2033319	herbivore	Feeding_guild_adult	en
2033319	oligophagous	Trophic_range_adult	en
2033319	0	Habitat_urban	en
2033319	0	Habitat_agriculture	en
2033319	1	Habitat_forest	en
2033319	1	Habitat_grassland	en
2033319	1	Habitat_heathland	en
2033319	1	Habitat_dunes	en
2033319	1	Habitat_fresh_marshes	en
2033319	0	Habitat_salt_marshes	en
2033279	univoltine	Voltinism_max	en
2033279	1	Overwintering_egg	en
2033279	0	Overwintering_larva	en
2033279	0	Overwintering_adult	en
2033279	herbivore	Feeding_guild_larva	en
2033279	herbivore	Feeding_guild_adult	en
2033279	monophagous	Trophic_range_adult	en
2033279	0	Habitat_urban	en
2033279	0	Habitat_agriculture	en
2033279	0	Habitat_forest	en
2033279	1	Habitat_grassland	en
2033279	0	Habitat_heathland	en
2033279	1	Habitat_dunes	en
2033279	1	Habitat_fresh_marshes	en
2033279	0	Habitat_salt_marshes	en
2033224	univoltine	Voltinism_max	en
2033224	0	Overwintering_egg	en
2033224	0	Overwintering_larva	en
2033224	1	Overwintering_adult	en
2033224	herbivore	Feeding_guild_larva	en
2033224	herbivore	Feeding_guild_adult	en
2033224	oligophagous	Trophic_range_adult	en
2033224	0	Habitat_urban	en
2033224	0	Habitat_agriculture	en
2033224	0	Habitat_forest	en
2033224	1	Habitat_grassland	en
2033224	0	Habitat_heathland	en
2033224	1	Habitat_dunes	en
2033224	1	Habitat_fresh_marshes	en
2033224	0	Habitat_salt_marshes	en
4483399	herbivore	Feeding_guild_larva	en
4483399	herbivore	Feeding_guild_adult	en
4483399	0	Habitat_urban	en
4483399	0	Habitat_agriculture	en
4483399	0	Habitat_forest	en
4483399	0	Habitat_grassland	en
4483399	1	Habitat_heathland	en
4483399	0	Habitat_dunes	en
4483399	0	Habitat_fresh_marshes	en
4483399	0	Habitat_salt_marshes	en
11418741	univoltine	Voltinism_max	en
11418741	0	Overwintering_egg	en
11418741	1	Overwintering_larva	en
11418741	0	Overwintering_pupa	en
11418741	0	Overwintering_adult	en
11418741	nocturnal	Diurnality	en
11418741	herbivore	Feeding_guild_larva	en
11418741	polyphagous	Trophic_range_larva	en
11418741	0	Habitat_urban	en
11418741	0	Habitat_agriculture	en
11418741	0	Habitat_forest	en
11418741	1	Habitat_grassland	en
11418741	1	Habitat_heathland	en
11418741	0	Habitat_dunes	en
11418741	0	Habitat_fresh_marshes	en
11418741	0	Habitat_salt_marshes	en
11571523	bivoltine	Voltinism_max	en
11571523	0	Overwintering_egg	en
11571523	1	Overwintering_larva	en
11571523	0	Overwintering_pupa	en
11571523	0	Overwintering_adult	en
11571523	nocturnal	Diurnality	en
11571523	herbivore	Feeding_guild_larva	en
11571523	pollinator	Feeding_guild_adult	en
11571523	polyphagous	Trophic_range_larva	en
11571523	0	Habitat_urban	en
11571523	0	Habitat_agriculture	en
11571523	0	Habitat_forest	en
11571523	0	Habitat_grassland	en
11571523	0	Habitat_heathland	en
11571523	1	Habitat_dunes	en
11571523	0	Habitat_fresh_marshes	en
11571523	0	Habitat_salt_marshes	en
7537556	carnivore	Feeding_guild_larva	en
7537556	carnivore	Feeding_guild_adult	en
7537556	polyphagous	Trophic_range_larva	en
7537556	polyphagous	Trophic_range_adult	en
7537556	0	Habitat_urban	en
7537556	0	Habitat_agriculture	en
7537556	1	Habitat_forest	en
7537556	0	Habitat_grassland	en
7537556	0	Habitat_heathland	en
7537556	0	Habitat_dunes	en
7537556	0	Habitat_fresh_marshes	en
7537556	0	Habitat_salt_marshes	en
4551647	carnivore	Feeding_guild_larva	en
4551647	carnivore	Feeding_guild_adult	en
4551647	polyphagous	Trophic_range_larva	en
4551647	polyphagous	Trophic_range_adult	en
4551647	0	Habitat_urban	en
4551647	0	Habitat_agriculture	en
4551647	0	Habitat_forest	en
4551647	1	Habitat_grassland	en
4551647	1	Habitat_heathland	en
4551647	0	Habitat_dunes	en
4551647	0	Habitat_fresh_marshes	en
4551647	0	Habitat_salt_marshes	en
1938214	multivoltine	Voltinism_max	en
1938214	0	Overwintering_egg	en
1938214	0	Overwintering_larva	en
1938214	1	Overwintering_pupa	en
1938214	0	Overwintering_adult	en
1938214	diurnal	Diurnality	en
1938214	herbivore	Feeding_guild_larva	en
1938214	pollinator	Feeding_guild_adult	en
1938214	oligophagous	Trophic_range_larva	en
1938214	0	Habitat_urban	en
1938214	0	Habitat_agriculture	en
1938214	0	Habitat_forest	en
1938214	1	Habitat_grassland	en
1938214	0	Habitat_heathland	en
1938214	0	Habitat_dunes	en
1938214	0	Habitat_fresh_marshes	en
1938214	0	Habitat_salt_marshes	en
1782615	univoltine	Voltinism_max	en
1782615	1	Overwintering_egg	en
1782615	0	Overwintering_larva	en
1782615	0	Overwintering_pupa	en
1782615	0	Overwintering_adult	en
1782615	nocturnal	Diurnality	en
1782615	herbivore	Feeding_guild_larva	en
1782615	oligophagous	Trophic_range_larva	en
1782615	0	Habitat_urban	en
1782615	0	Habitat_agriculture	en
1782615	1	Habitat_forest	en
1782615	0	Habitat_grassland	en
1782615	0	Habitat_heathland	en
1782615	0	Habitat_dunes	en
1782615	1	Habitat_fresh_marshes	en
1782615	0	Habitat_salt_marshes	en
1782627	univoltine	Voltinism_max	en
1782627	1	Overwintering_egg	en
1782627	0	Overwintering_larva	en
1782627	0	Overwintering_pupa	en
1782627	0	Overwintering_adult	en
1782627	nocturnal	Diurnality	en
1782627	herbivore	Feeding_guild_larva	en
1782627	oligophagous	Trophic_range_larva	en
1782627	0	Habitat_urban	en
1782627	0	Habitat_agriculture	en
1782627	1	Habitat_forest	en
1782627	0	Habitat_grassland	en
1782627	0	Habitat_heathland	en
1782627	0	Habitat_dunes	en
1782627	0	Habitat_fresh_marshes	en
1782627	0	Habitat_salt_marshes	en
5018642	herbivore	Feeding_guild_larva	en
5018642	herbivore	Feeding_guild_adult	en
5018642	oligophagous	Trophic_range_larva	en
5018642	oligophagous	Trophic_range_adult	en
5018642	0	Habitat_urban	en
5018642	0	Habitat_agriculture	en
5018642	1	Habitat_forest	en
5018642	0	Habitat_grassland	en
5018642	0	Habitat_heathland	en
5018642	0	Habitat_dunes	en
5018642	0	Habitat_fresh_marshes	en
5018642	0	Habitat_salt_marshes	en
5018723	herbivore	Feeding_guild_larva	en
5018723	herbivore	Feeding_guild_adult	en
5018723	oligophagous	Trophic_range_larva	en
5018723	oligophagous	Trophic_range_adult	en
5018723	0	Habitat_urban	en
5018723	0	Habitat_agriculture	en
5018723	1	Habitat_forest	en
5018723	0	Habitat_grassland	en
5018723	0	Habitat_heathland	en
5018723	0	Habitat_dunes	en
5018723	0	Habitat_fresh_marshes	en
5018723	0	Habitat_salt_marshes	en
5758903	univoltine	Voltinism_max	en
5758903	0	Overwintering_egg	en
5758903	0	Overwintering_larva	en
5758903	1	Overwintering_adult	en
5758903	herbivore	Feeding_guild_larva	en
5758903	herbivore	Feeding_guild_adult	en
5758903	0	Habitat_urban	en
5758903	0	Habitat_agriculture	en
5758903	0	Habitat_forest	en
5758903	0	Habitat_grassland	en
5758903	1	Habitat_heathland	en
5758903	1	Habitat_dunes	en
5758903	0	Habitat_fresh_marshes	en
5758903	0	Habitat_salt_marshes	en
5758901	herbivore	Feeding_guild_larva	en
5758901	herbivore	Feeding_guild_adult	en
4486283	partivoltine	Voltinism_max	en
4486283	0	Overwintering_egg	en
4486283	1	Overwintering_larva	en
4486283	1	Overwintering_adult	en
4486283	herbivore	Feeding_guild_larva	en
4486283	herbivore	Feeding_guild_adult	en
4486283	oligophagous	Trophic_range_larva	en
4486283	oligophagous	Trophic_range_adult	en
4486283	0	Habitat_urban	en
4486283	0	Habitat_agriculture	en
4486283	0	Habitat_forest	en
4486283	1	Habitat_grassland	en
4486283	0	Habitat_heathland	en
4486283	1	Habitat_dunes	en
4486283	1	Habitat_fresh_marshes	en
4486283	0	Habitat_salt_marshes	en
6097411	carnivore	Feeding_guild_larva	en
6097411	0	Habitat_urban	en
6097411	0	Habitat_agriculture	en
6097411	1	Habitat_forest	en
6097411	0	Habitat_grassland	en
6097411	0	Habitat_heathland	en
6097411	0	Habitat_dunes	en
6097411	0	Habitat_fresh_marshes	en
6097411	0	Habitat_salt_marshes	en
4458448	herbivore	Feeding_guild_larva	en
4458448	pollinator	Feeding_guild_adult	en
4458446	univoltine	Voltinism_max	en
4458446	0	Overwintering_egg	en
4458446	0	Overwintering_larva	en
4458446	0	Overwintering_pupa	en
4458446	1	Overwintering_adult	en
4458446	diurnal	Diurnality	en
4458446	herbivore	Feeding_guild_larva	en
4458446	pollinator	Feeding_guild_adult	en
4458446	polyphagous	Trophic_range_larva	en
4458446	polyphagous	Trophic_range_adult	en
4458446	0	Habitat_urban	en
4458446	0	Habitat_agriculture	en
4458446	1	Habitat_forest	en
4458446	0	Habitat_grassland	en
4458446	0	Habitat_heathland	en
4458446	0	Habitat_dunes	en
4458446	0	Habitat_fresh_marshes	en
4458446	0	Habitat_salt_marshes	en
4463310	univoltine	Voltinism_max	en
4463310	0	Overwintering_egg	en
4463310	0	Overwintering_larva	en
4463310	0	Overwintering_pupa	en
4463310	1	Overwintering_adult	en
4463310	herbivore	Feeding_guild_adult	en
4463310	oligophagous	Trophic_range_adult	en
4463310	0	Habitat_urban	en
4463310	1	Habitat_agriculture	en
4463310	0	Habitat_forest	en
4463310	1	Habitat_grassland	en
4463310	0	Habitat_heathland	en
4463310	0	Habitat_dunes	en
4463310	0	Habitat_fresh_marshes	en
4463310	0	Habitat_salt_marshes	en
4463290	0	Overwintering_egg	en
4463290	0	Overwintering_larva	en
4463290	0	Overwintering_pupa	en
4463290	1	Overwintering_adult	en
4463290	herbivore	Feeding_guild_adult	en
4463290	oligophagous	Trophic_range_adult	en
4463290	0	Habitat_urban	en
4463290	1	Habitat_agriculture	en
4463290	0	Habitat_forest	en
4463290	1	Habitat_grassland	en
4463290	0	Habitat_heathland	en
4463290	0	Habitat_dunes	en
4463290	0	Habitat_fresh_marshes	en
4463290	0	Habitat_salt_marshes	en
6097683	nocturnal	Diurnality	en
6097683	carnivore	Feeding_guild_larva	en
6097683	carnivore	Feeding_guild_adult	en
